Link type,Is nofollow,Source URL,Source HTTP status code,Target URL,Target HTTP status code,Anchor,No. of dofollow inlinks to target,No. of nofollow inlinks to target,Is source canonical,Is source noindex,Is target canonical,Is target noindex,Is link internal
Href link,false,https://www.pravdast.agency/campaigns,200,https://www.pravdast.agency/campaigns/glovo,200,Преглед,1,0,true,false,true,false,true
